trip_id,arrival_time,departure_time,stop_id,stop_sequence
Shuttle6_1_50,13:39:00,13:39:00,Kyoden1,1
Shuttle6_1_51,13:49:00,13:49:00,Kyoden1,1
Shuttle6_1_52,13:51:00,13:51:00,Kyoden1,1
Shuttle6_1_53,13:59:00,13:59:00,Kyoden1,1
Shuttle6_1_54,14:09:00,14:09:00,Kyoden1,1
Shuttle6_1_55,14:18:00,14:18:00,Kyoden1,1
Shuttle6_1_56,14:29:00,14:29:00,Kyoden1,1
Shuttle6_1_57,14:39:00,14:39:00,Kyoden1,1
Shuttle6_1_58,14:49:00,14:49:00,Kyoden1,1
Shuttle6_1_59,14:59:00,14:59:00,Kyoden1,1
Shuttle6_1_60,15:09:00,15:09:00,Kyoden1,1
Shuttle6_1_61,15:12:00,15:12:00,Kyoden1,1
Shuttle6_1_62,15:19:00,15:19:00,Kyoden1,1
Shuttle6_1_63,15:29:00,15:29:00,Kyoden1,1
Shuttle6_1_64,15:39:00,15:39:00,Kyoden1,1
Shuttle6_1_65,15:49:00,15:49:00,Kyoden1,1
Shuttle6_1_66,15:59:00,15:59:00,Kyoden1,1
Shuttle6_1_67,16:09:00,16:09:00,Kyoden1,1
Shuttle6_1_68,16:18:00,16:18:00,Kyoden1,1
Shuttle6_1_69,16:29:00,16:29:00,Kyoden1,1
Shuttle6_1_70,16:39:00,16:39:00,Kyoden1,1
Shuttle6_1_71,16:48:00,16:48:00,Kyoden1,1
Shuttle6_1_72,16:59:00,16:59:00,Kyoden1,1
Shuttle6_1_73,17:01:00,17:01:00,Kyoden1,1
Shuttle6_1_74,17:09:00,17:09:00,Kyoden1,1
Shuttle6_1_75,17:13:00,17:13:00,Kyoden1,1
Shuttle6_1_76,17:19:00,17:19:00,Kyoden1,1
Shuttle6_1_77,17:28:00,17:28:00,Kyoden1,1
Shuttle6_1_78,17:39:00,17:39:00,Kyoden1,1
Shuttle6_1_79,17:49:00,17:49:00,Kyoden1,1
Shuttle6_1_80,17:59:00,17:59:00,Kyoden1,1
Shuttle6_1_81,18:09:00,18:09:00,Kyoden1,1
Shuttle6_1_82,18:19:00,18:19:00,Kyoden1,1
Shuttle6_1_83,18:28:00,18:28:00,Kyoden1,1
Shuttle6_1_84,18:31:00,18:31:00,Kyoden1,1
Shuttle6_1_85,18:39:00,18:39:00,Kyoden1,1
Shuttle6_1_86,18:49:00,18:49:00,Kyoden1,1
Shuttle6_1_87,18:59:00,18:59:00,Kyoden1,1
Shuttle6_1_88,19:08:00,19:08:00,Kyoden1,1
Shuttle6_1_89,19:19:00,19:19:00,Kyoden1,1
Shuttle6_1_90,19:29:00,19:29:00,Kyoden1,1
Shuttle6_1_91,19:39:00,19:39:00,Kyoden1,1
Shuttle6_1_92,19:49:00,19:49:00,Kyoden1,1
Shuttle6_1_93,19:58:00,19:58:00,Kyoden1,1
Shuttle6_1_94,20:09:00,20:09:00,Kyoden1,1
Shuttle6_1_95,20:19:00,20:19:00,Kyoden1,1
Shuttle6_1_96,20:29:00,20:29:00,Kyoden1,1
Shuttle6_1_97,20:38:00,20:38:00,Kyoden1,1
Shuttle6_1_98,20:50:00,20:50:00,Kyoden1,1
Shuttle6_1_99,21:00:00,21:00:00,Kyoden1,1
Shuttle6_1_100,21:09:00,21:09:00,Kyoden1,1
Shuttle6_1_101,21:24:00,21:24:00,Kyoden1,1
Shuttle6_1_102,21:40:00,21:40:00,Kyoden1,1
Shuttle6_1_103,21:54:00,21:54:00,Kyoden1,1
Shuttle6_1_104,22:30:00,22:30:00,Kyoden1,1
Shuttle6_1_105,22:50:00,22:50:00,Kyoden1,1
Shuttle6_1_106,23:20:00,23:20:00,Kyoden1,1
Shuttle6_1_107,23:40:00,23:40:00,Kyoden1,1
Shuttle6_1_108,24:00:00,24:00:00,Kyoden1,1
Shuttle6_1_1,6:34:00,6:34:00,ZuiryujiGuchi1,2
Shuttle6_1_2,6:50:00,6:50:00,ZuiryujiGuchi1,2
Shuttle6_1_3,7:00:00,7:00:00,ZuiryujiGuchi1,2
Shuttle6_1_4,7:10:00,7:10:00,ZuiryujiGuchi1,2
Shuttle6_1_5,7:18:00,7:18:00,ZuiryujiGuchi1,2
Shuttle6_1_6,7:30:00,7:30:00,ZuiryujiGuchi1,2
Shuttle6_1_7,7:40:00,7:40:00,ZuiryujiGuchi1,2
Shuttle6_1_8,7:45:00,7:45:00,ZuiryujiGuchi1,2
Shuttle6_1_9,7:50:00,7:50:00,ZuiryujiGuchi1,2
Shuttle6_1_10,7:52:00,7:52:00,ZuiryujiGuchi1,2
Shuttle6_1_11,8:00:00,8:00:00,ZuiryujiGuchi1,2
Shuttle6_1_12,8:08:00,8:08:00,ZuiryujiGuchi1,2
Shuttle6_1_13,8:20:00,8:20:00,ZuiryujiGuchi1,2
Shuttle6_1_14,8:30:00,8:30:00,ZuiryujiGuchi1,2
Shuttle6_1_15,8:38:00,8:38:00,ZuiryujiGuchi1,2
Shuttle6_1_16,8:45:00,8:45:00,ZuiryujiGuchi1,2
Shuttle6_1_17,8:48:00,8:48:00,ZuiryujiGuchi1,2
Shuttle6_1_18,9:00:00,9:00:00,ZuiryujiGuchi1,2
Shuttle6_1_19,9:10:00,9:10:00,ZuiryujiGuchi1,2
Shuttle6_1_20,9:20:00,9:20:00,ZuiryujiGuchi1,2
Shuttle6_1_21,9:30:00,9:30:00,ZuiryujiGuchi1,2
Shuttle6_1_22,9:40:00,9:40:00,ZuiryujiGuchi1,2
Shuttle6_1_23,9:43:00,9:43:00,ZuiryujiGuchi1,2
Shuttle6_1_24,9:50:00,9:50:00,ZuiryujiGuchi1,2
Shuttle6_1_25,10:00:00,10:00:00,ZuiryujiGuchi1,2
Shuttle6_1_26,10:05:00,10:05:00,ZuiryujiGuchi1,2
Shuttle6_1_27,10:10:00,10:10:00,ZuiryujiGuchi1,2
Shuttle6_1_28,10:20:00,10:20:00,ZuiryujiGuchi1,2
Shuttle6_1_29,10:28:00,10:28:00,ZuiryujiGuchi1,2
Shuttle6_1_30,10:38:00,10:38:00,ZuiryujiGuchi1,2
Shuttle6_1_31,10:50:00,10:50:00,ZuiryujiGuchi1,2
Shuttle6_1_32,11:00:00,11:00:00,ZuiryujiGuchi1,2
Shuttle6_1_33,11:07:00,11:07:00,ZuiryujiGuchi1,2
Shuttle6_1_34,11:10:00,11:10:00,ZuiryujiGuchi1,2
Shuttle6_1_35,11:20:00,11:20:00,ZuiryujiGuchi1,2
Shuttle6_1_36,11:30:00,11:30:00,ZuiryujiGuchi1,2
Shuttle6_1_37,11:38:00,11:38:00,ZuiryujiGuchi1,2
Shuttle6_1_38,11:50:00,11:50:00,ZuiryujiGuchi1,2
Shuttle6_1_39,12:00:00,12:00:00,ZuiryujiGuchi1,2
Shuttle6_1_40,12:08:00,12:08:00,ZuiryujiGuchi1,2
Shuttle6_1_41,12:20:00,12:20:00,ZuiryujiGuchi1,2
Shuttle6_1_42,12:30:00,12:30:00,ZuiryujiGuchi1,2
Shuttle6_1_43,12:40:00,12:40:00,ZuiryujiGuchi1,2
Shuttle6_1_44,12:50:00,12:50:00,ZuiryujiGuchi1,2
Shuttle6_1_45,12:51:00,12:51:00,ZuiryujiGuchi1,2
Shuttle6_1_46,13:00:00,13:00:00,ZuiryujiGuchi1,2
Shuttle6_1_47,13:10:00,13:10:00,ZuiryujiGuchi1,2
Shuttle6_1_48,13:20:00,13:20:00,ZuiryujiGuchi1,2
Shuttle6_1_49,13:28:00,13:28:00,ZuiryujiGuchi1,2
Shuttle6_1_50,13:40:00,13:40:00,ZuiryujiGuchi1,2
Shuttle6_1_51,13:50:00,13:50:00,ZuiryujiGuchi1,2
Shuttle6_1_52,13:51:00,13:51:00,ZuiryujiGuchi1,2
Shuttle6_1_53,14:00:00,14:00:00,ZuiryujiGuchi1,2
Shuttle6_1_54,14:10:00,14:10:00,ZuiryujiGuchi1,2
Shuttle6_1_55,14:18:00,14:18:00,ZuiryujiGuchi1,2
Shuttle6_1_56,14:30:00,14:30:00,ZuiryujiGuchi1,2
Shuttle6_1_57,14:40:00,14:40:00,ZuiryujiGuchi1,2
Shuttle6_1_58,14:50:00,14:50:00,ZuiryujiGuchi1,2
Shuttle6_1_59,15:00:00,15:00:00,ZuiryujiGuchi1,2
Shuttle6_1_60,15:10:00,15:10:00,ZuiryujiGuchi1,2
Shuttle6_1_61,15:12:00,15:12:00,ZuiryujiGuchi1,2
Shuttle6_1_62,15:20:00,15:20:00,ZuiryujiGuchi1,2
Shuttle6_1_63,15:30:00,15:30:00,ZuiryujiGuchi1,2
Shuttle6_1_64,15:40:00,15:40:00,ZuiryujiGuchi1,2
Shuttle6_1_65,15:50:00,15:50:00,ZuiryujiGuchi1,2
Shuttle6_1_66,16:00:00,16:00:00,ZuiryujiGuchi1,2
Shuttle6_1_67,16:10:00,16:10:00,ZuiryujiGuchi1,2
Shuttle6_1_68,16:18:00,16:18:00,ZuiryujiGuchi1,2
Shuttle6_1_69,16:30:00,16:30:00,ZuiryujiGuchi1,2
Shuttle6_1_70,16:40:00,16:40:00,ZuiryujiGuchi1,2
Shuttle6_1_71,16:48:00,16:48:00,ZuiryujiGuchi1,2
Shuttle6_1_72,17:00:00,17:00:00,ZuiryujiGuchi1,2
Shuttle6_1_73,17:01:00,17:01:00,ZuiryujiGuchi1,2
Shuttle6_1_74,17:10:00,17:10:00,ZuiryujiGuchi1,2
Shuttle6_1_75,17:14:00,17:14:00,ZuiryujiGuchi1,2
Shuttle6_1_76,17:20:00,17:20:00,ZuiryujiGuchi1,2
Shuttle6_1_77,17:28:00,17:28:00,ZuiryujiGuchi1,2
Shuttle6_1_78,17:40:00,17:40:00,ZuiryujiGuchi1,2
Shuttle6_1_79,17:50:00,17:50:00,ZuiryujiGuchi1,2
Shuttle6_1_80,18:00:00,18:00:00,ZuiryujiGuchi1,2
Shuttle6_1_81,18:10:00,18:10:00,ZuiryujiGuchi1,2
Shuttle6_1_82,18:20:00,18:20:00,ZuiryujiGuchi1,2
Shuttle6_1_83,18:28:00,18:28:00,ZuiryujiGuchi1,2
Shuttle6_1_84,18:31:00,18:31:00,ZuiryujiGuchi1,2
Shuttle6_1_85,18:40:00,18:40:00,ZuiryujiGuchi1,2
Shuttle6_1_86,18:50:00,18:50:00,ZuiryujiGuchi1,2
Shuttle6_1_87,19:00:00,19:00:00,ZuiryujiGuchi1,2
Shuttle6_1_88,19:08:00,19:08:00,ZuiryujiGuchi1,2
Shuttle6_1_89,19:20:00,19:20:00,ZuiryujiGuchi1,2
Shuttle6_1_90,19:30:00,19:30:00,ZuiryujiGuchi1,2
Shuttle6_1_91,19:40:00,19:40:00,ZuiryujiGuchi1,2
Shuttle6_1_92,19:50:00,19:50:00,ZuiryujiGuchi1,2
Shuttle6_1_93,19:58:00,19:58:00,ZuiryujiGuchi1,2
Shuttle6_1_94,20:10:00,20:10:00,ZuiryujiGuchi1,2
Shuttle6_1_95,20:20:00,20:20:00,ZuiryujiGuchi1,2
Shuttle6_1_96,20:30:00,20:30:00,ZuiryujiGuchi1,2
Shuttle6_1_97,20:38:00,20:38:00,ZuiryujiGuchi1,2
Shuttle6_1_98,20:51:00,20:51:00,ZuiryujiGuchi1,2
Shuttle6_1_99,21:01:00,21:01:00,ZuiryujiGuchi1,2
Shuttle6_1_100,21:10:00,21:10:00,ZuiryujiGuchi1,2
Shuttle6_1_101,21:25:00,21:25:00,ZuiryujiGuchi1,2
Shuttle6_1_102,21:41:00,21:41:00,ZuiryujiGuchi1,2
Shuttle6_1_103,21:55:00,21:55:00,ZuiryujiGuchi1,2
Shuttle6_1_104,22:31:00,22:31:00,ZuiryujiGuchi1,2
Shuttle6_1_105,22:51:00,22:51:00,ZuiryujiGuchi1,2
Shuttle6_1_106,23:21:00,23:21:00,ZuiryujiGuchi1,2
Shuttle6_1_107,23:41:00,23:41:00,ZuiryujiGuchi1,2
Shuttle6_1_108,24:01:00,24:01:00,ZuiryujiGuchi1,2
Shuttle6_1_1,6:34:00,6:34:00,Ekinan1,3
Shuttle6_1_2,6:50:00,6:50:00,Ekinan1,3
Shuttle6_1_3,7:00:00,7:00:00,Ekinan1,3
Shuttle6_1_4,7:10:00,7:10:00,Ekinan1,3
Shuttle6_1_5,7:19:00,7:19:00,Ekinan1,3
Shuttle6_1_6,7:30:00,7:30:00,Ekinan1,3
Shuttle6_1_7,7:40:00,7:40:00,Ekinan1,3
Shuttle6_1_8,7:45:00,7:45:00,Ekinan1,3
Shuttle6_1_9,7:50:00,7:50:00,Ekinan1,3
Shuttle6_1_10,7:53:00,7:53:00,Ekinan1,3
Shuttle6_1_11,8:00:00,8:00:00,Ekinan1,3
Shuttle6_1_12,8:09:00,8:09:00,Ekinan1,3
Shuttle6_1_13,8:20:00,8:20:00,Ekinan1,3
Shuttle6_1_14,8:30:00,8:30:00,Ekinan1,3
Shuttle6_1_15,8:39:00,8:39:00,Ekinan1,3
Shuttle6_1_16,8:45:00,8:45:00,Ekinan1,3
Shuttle6_1_17,8:49:00,8:49:00,Ekinan1,3
Shuttle6_1_18,9:00:00,9:00:00,Ekinan1,3
Shuttle6_1_19,9:10:00,9:10:00,Ekinan1,3
Shuttle6_1_20,9:20:00,9:20:00,Ekinan1,3
Shuttle6_1_21,9:30:00,9:30:00,Ekinan1,3
Shuttle6_1_22,9:40:00,9:40:00,Ekinan1,3
Shuttle6_1_23,9:44:00,9:44:00,Ekinan1,3
Shuttle6_1_24,9:50:00,9:50:00,Ekinan1,3
Shuttle6_1_25,10:00:00,10:00:00,Ekinan1,3
Shuttle6_1_26,10:05:00,10:05:00,Ekinan1,3
Shuttle6_1_27,10:10:00,10:10:00,Ekinan1,3
Shuttle6_1_28,10:20:00,10:20:00,Ekinan1,3
Shuttle6_1_29,10:29:00,10:29:00,Ekinan1,3
Shuttle6_1_30,10:39:00,10:39:00,Ekinan1,3
Shuttle6_1_31,10:50:00,10:50:00,Ekinan1,3
Shuttle6_1_32,11:00:00,11:00:00,Ekinan1,3
Shuttle6_1_33,11:08:00,11:08:00,Ekinan1,3
Shuttle6_1_34,11:10:00,11:10:00,Ekinan1,3
Shuttle6_1_35,11:20:00,11:20:00,Ekinan1,3
Shuttle6_1_36,11:30:00,11:30:00,Ekinan1,3
Shuttle6_1_37,11:39:00,11:39:00,Ekinan1,3
Shuttle6_1_38,11:50:00,11:50:00,Ekinan1,3
Shuttle6_1_39,12:00:00,12:00:00,Ekinan1,3
Shuttle6_1_40,12:09:00,12:09:00,Ekinan1,3
Shuttle6_1_41,12:20:00,12:20:00,Ekinan1,3
Shuttle6_1_42,12:30:00,12:30:00,Ekinan1,3
Shuttle6_1_43,12:40:00,12:40:00,Ekinan1,3
Shuttle6_1_44,12:50:00,12:50:00,Ekinan1,3
Shuttle6_1_45,12:52:00,12:52:00,Ekinan1,3
Shuttle6_1_46,13:00:00,13:00:00,Ekinan1,3
Shuttle6_1_47,13:10:00,13:10:00,Ekinan1,3
Shuttle6_1_48,13:20:00,13:20:00,Ekinan1,3
Shuttle6_1_49,13:29:00,13:29:00,Ekinan1,3
Shuttle6_1_50,13:40:00,13:40:00,Ekinan1,3
Shuttle6_1_51,13:50:00,13:50:00,Ekinan1,3
Shuttle6_1_52,13:52:00,13:52:00,Ekinan1,3
Shuttle6_1_53,14:00:00,14:00:00,Ekinan1,3
Shuttle6_1_54,14:10:00,14:10:00,Ekinan1,3
Shuttle6_1_55,14:19:00,14:19:00,Ekinan1,3
Shuttle6_1_56,14:30:00,14:30:00,Ekinan1,3
Shuttle6_1_57,14:40:00,14:40:00,Ekinan1,3
Shuttle6_1_58,14:50:00,14:50:00,Ekinan1,3
Shuttle6_1_59,15:00:00,15:00:00,Ekinan1,3
Shuttle6_1_60,15:10:00,15:10:00,Ekinan1,3
Shuttle6_1_61,15:13:00,15:13:00,Ekinan1,3
Shuttle6_1_62,15:20:00,15:20:00,Ekinan1,3
Shuttle6_1_63,15:30:00,15:30:00,Ekinan1,3
Shuttle6_1_64,15:40:00,15:40:00,Ekinan1,3
Shuttle6_1_65,15:50:00,15:50:00,Ekinan1,3
Shuttle6_1_66,16:00:00,16:00:00,Ekinan1,3
Shuttle6_1_67,16:10:00,16:10:00,Ekinan1,3
Shuttle6_1_68,16:19:00,16:19:00,Ekinan1,3
Shuttle6_1_69,16:30:00,16:30:00,Ekinan1,3
Shuttle6_1_70,16:40:00,16:40:00,Ekinan1,3
Shuttle6_1_71,16:49:00,16:49:00,Ekinan1,3
Shuttle6_1_72,17:00:00,17:00:00,Ekinan1,3
Shuttle6_1_73,17:02:00,17:02:00,Ekinan1,3
Shuttle6_1_74,17:10:00,17:10:00,Ekinan1,3
Shuttle6_1_75,17:14:00,17:14:00,Ekinan1,3
Shuttle6_1_76,17:20:00,17:20:00,Ekinan1,3
Shuttle6_1_77,17:29:00,17:29:00,Ekinan1,3
Shuttle6_1_78,17:40:00,17:40:00,Ekinan1,3
Shuttle6_1_79,17:50:00,17:50:00,Ekinan1,3
Shuttle6_1_80,18:00:00,18:00:00,Ekinan1,3
Shuttle6_1_81,18:10:00,18:10:00,Ekinan1,3
Shuttle6_1_82,18:20:00,18:20:00,Ekinan1,3
Shuttle6_1_83,18:29:00,18:29:00,Ekinan1,3
Shuttle6_1_84,18:32:00,18:32:00,Ekinan1,3
Shuttle6_1_85,18:40:00,18:40:00,Ekinan1,3
Shuttle6_1_86,18:50:00,18:50:00,Ekinan1,3
Shuttle6_1_87,19:00:00,19:00:00,Ekinan1,3
Shuttle6_1_88,19:09:00,19:09:00,Ekinan1,3
Shuttle6_1_89,19:20:00,19:20:00,Ekinan1,3
Shuttle6_1_90,19:30:00,19:30:00,Ekinan1,3
Shuttle6_1_91,19:40:00,19:40:00,Ekinan1,3
Shuttle6_1_92,19:50:00,19:50:00,Ekinan1,3
Shuttle6_1_93,19:59:00,19:59:00,Ekinan1,3
Shuttle6_1_94,20:10:00,20:10:00,Ekinan1,3
Shuttle6_1_95,20:20:00,20:20:00,Ekinan1,3
Shuttle6_1_96,20:30:00,20:30:00,Ekinan1,3
Shuttle6_1_97,20:39:00,20:39:00,Ekinan1,3
Shuttle6_1_98,20:51:00,20:51:00,Ekinan1,3
Shuttle6_1_99,21:01:00,21:01:00,Ekinan1,3
Shuttle6_1_100,21:10:00,21:10:00,Ekinan1,3
Shuttle6_1_101,21:25:00,21:25:00,Ekinan1,3
Shuttle6_1_102,21:41:00,21:41:00,Ekinan1,3
Shuttle6_1_103,21:55:00,21:55:00,Ekinan1,3
Shuttle6_1_104,22:31:00,22:31:00,Ekinan1,3
Shuttle6_1_105,22:51:00,22:51:00,Ekinan1,3
Shuttle6_1_106,23:21:00,23:21:00,Ekinan1,3
Shuttle6_1_107,23:41:00,23:41:00,Ekinan1,3
Shuttle6_1_108,24:01:00,24:01:00,Ekinan1,3
Shuttle6_1_1,6:38:00,6:38:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_2,6:54:00,6:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_3,7:04:00,7:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_4,7:14:00,7:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_5,7:24:00,7:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_6,7:34:00,7:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_7,7:44:00,7:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_8,7:49:00,7:49:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_9,7:54:00,7:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_10,7:58:00,7:58:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_11,8:04:00,8:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_12,8:14:00,8:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_13,8:24:00,8:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_14,8:34:00,8:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_15,8:44:00,8:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_16,8:49:00,8:49:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_17,8:54:00,8:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_18,9:04:00,9:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_19,9:14:00,9:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_20,9:24:00,9:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_21,9:34:00,9:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_22,9:44:00,9:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_23,9:49:00,9:49:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_24,9:54:00,9:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_25,10:04:00,10:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_26,10:09:00,10:09:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_27,10:14:00,10:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_28,10:24:00,10:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_29,10:34:00,10:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_30,10:44:00,10:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_31,10:54:00,10:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_32,11:04:00,11:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_33,11:13:00,11:13:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_34,11:14:00,11:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_35,11:24:00,11:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_36,11:34:00,11:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_37,11:44:00,11:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_38,11:54:00,11:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_39,12:04:00,12:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_40,12:14:00,12:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_41,12:24:00,12:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_42,12:34:00,12:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_43,12:44:00,12:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_44,12:54:00,12:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_45,12:57:00,12:57:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_46,13:04:00,13:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_47,13:14:00,13:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_48,13:24:00,13:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_49,13:34:00,13:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_50,13:44:00,13:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_51,13:54:00,13:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_52,13:57:00,13:57:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_53,14:04:00,14:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_54,14:14:00,14:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_55,14:24:00,14:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_56,14:34:00,14:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_57,14:44:00,14:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_58,14:54:00,14:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_59,15:04:00,15:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_60,15:14:00,15:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_61,15:18:00,15:18:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_62,15:24:00,15:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_63,15:34:00,15:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_64,15:44:00,15:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_65,15:54:00,15:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_66,16:04:00,16:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_67,16:14:00,16:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_68,16:24:00,16:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_69,16:34:00,16:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_70,16:44:00,16:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_71,16:54:00,16:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_72,17:04:00,17:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_73,17:07:00,17:07:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_74,17:14:00,17:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_75,17:18:00,17:18:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_76,17:24:00,17:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_77,17:34:00,17:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_78,17:44:00,17:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_79,17:54:00,17:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_80,18:04:00,18:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_81,18:14:00,18:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_82,18:24:00,18:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_83,18:34:00,18:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_84,18:37:00,18:37:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_85,18:44:00,18:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_86,18:54:00,18:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_87,19:04:00,19:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_88,19:14:00,19:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_89,19:24:00,19:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_90,19:34:00,19:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_91,19:44:00,19:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_92,19:54:00,19:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_93,20:04:00,20:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_94,20:14:00,20:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_95,20:24:00,20:24:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_96,20:34:00,20:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_97,20:44:00,20:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_98,20:54:00,20:54:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_99,21:04:00,21:04:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_100,21:14:00,21:14:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_101,21:29:00,21:29:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_102,21:44:00,21:44:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_103,21:59:00,21:59:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_104,22:34:00,22:34:00,TakaokaEkiMinamiGuchi2,4
Shuttle6_1_105,22:54:00,22:54:00,TakaokaEkiMinamiGuchi2,4
