trip_id,arrival_time,departure_time,stop_id,stop_sequence
Shuttle6_0_64,16:00:00,16:00:00,Kyoden0,3
Shuttle6_0_64,16:00:00,16:00:00,AeonMallGuchi0,4
Shuttle6_0_64,16:04:00,16:04:00,ShinTakaokaEki3,5
Shuttle6_0_65,16:06:00,16:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_65,16:07:00,16:07:00,Ekinan0,1
Shuttle6_0_65,16:07:00,16:07:00,ZuiryujiGuchi0,2
Shuttle6_0_65,16:09:00,16:09:00,Kyoden0,3
Shuttle6_0_65,16:11:00,16:11:00,AeonMallGuchi0,4
Shuttle6_0_65,16:14:00,16:14:00,ShinTakaokaEki3,5
Shuttle6_0_66,16:16:00,16:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_66,16:17:00,16:17:00,Ekinan0,1
Shuttle6_0_66,16:17:00,16:17:00,ZuiryujiGuchi0,2
Shuttle6_0_66,16:20:00,16:20:00,Kyoden0,3
Shuttle6_0_66,16:20:00,16:20:00,AeonMallGuchi0,4
Shuttle6_0_66,16:24:00,16:24:00,ShinTakaokaEki3,5
Shuttle6_0_67,16:26:00,16:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_67,16:27:00,16:27:00,Ekinan0,1
Shuttle6_0_67,16:27:00,16:27:00,ZuiryujiGuchi0,2
Shuttle6_0_67,16:30:00,16:30:00,Kyoden0,3
Shuttle6_0_67,16:30:00,16:30:00,AeonMallGuchi0,4
Shuttle6_0_67,16:34:00,16:34:00,ShinTakaokaEki3,5
Shuttle6_0_68,16:31:00,16:31:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_68,16:32:00,16:32:00,Ekinan0,1
Shuttle6_0_68,16:32:00,16:32:00,ZuiryujiGuchi0,2
Shuttle6_0_68,16:35:00,16:35:00,Kyoden0,3
Shuttle6_0_68,16:35:00,16:35:00,AeonMallGuchi0,4
Shuttle6_0_68,16:39:00,16:39:00,ShinTakaokaEki3,5
Shuttle6_0_69,16:36:00,16:36:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_69,16:37:00,16:37:00,Ekinan0,1
Shuttle6_0_69,16:37:00,16:37:00,ZuiryujiGuchi0,2
Shuttle6_0_69,16:39:00,16:39:00,Kyoden0,3
Shuttle6_0_69,16:41:00,16:41:00,AeonMallGuchi0,4
Shuttle6_0_69,16:44:00,16:44:00,ShinTakaokaEki3,5
Shuttle6_0_70,16:41:00,16:41:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_70,16:41:00,16:41:00,Ekinan0,1
Shuttle6_0_70,16:42:00,16:42:00,ZuiryujiGuchi0,2
Shuttle6_0_70,16:43:00,16:43:00,Kyoden0,3
Shuttle6_0_70,16:43:00,16:43:00,AeonMallGuchi0,4
Shuttle6_0_70,16:49:00,16:49:00,ShinTakaokaEki3,5
Shuttle6_0_71,16:46:00,16:46:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_71,16:47:00,16:47:00,Ekinan0,1
Shuttle6_0_71,16:47:00,16:47:00,ZuiryujiGuchi0,2
Shuttle6_0_71,16:50:00,16:50:00,Kyoden0,3
Shuttle6_0_71,16:50:00,16:50:00,AeonMallGuchi0,4
Shuttle6_0_71,16:54:00,16:54:00,ShinTakaokaEki3,5
Shuttle6_0_72,16:56:00,16:56:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_72,16:57:00,16:57:00,Ekinan0,1
Shuttle6_0_72,16:57:00,16:57:00,ZuiryujiGuchi0,2
Shuttle6_0_72,17:00:00,17:00:00,Kyoden0,3
Shuttle6_0_72,17:00:00,17:00:00,AeonMallGuchi0,4
Shuttle6_0_72,17:04:00,17:04:00,ShinTakaokaEki3,5
Shuttle6_0_73,16:59:00,16:59:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_73,17:00:00,17:00:00,Ekinan0,1
Shuttle6_0_73,17:00:00,17:00:00,ZuiryujiGuchi0,2
Shuttle6_0_73,17:03:00,17:03:00,Kyoden0,3
Shuttle6_0_73,17:03:00,17:03:00,AeonMallGuchi0,4
Shuttle6_0_73,17:07:00,17:07:00,ShinTakaokaEki3,5
Shuttle6_0_74,17:06:00,17:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_74,17:07:00,17:07:00,Ekinan0,1
Shuttle6_0_74,17:07:00,17:07:00,ZuiryujiGuchi0,2
Shuttle6_0_74,17:09:00,17:09:00,Kyoden0,3
Shuttle6_0_74,17:11:00,17:11:00,AeonMallGuchi0,4
Shuttle6_0_74,17:14:00,17:14:00,ShinTakaokaEki3,5
Shuttle6_0_75,17:16:00,17:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_75,17:17:00,17:17:00,Ekinan0,1
Shuttle6_0_75,17:17:00,17:17:00,ZuiryujiGuchi0,2
Shuttle6_0_75,17:19:00,17:19:00,Kyoden0,3
Shuttle6_0_75,17:21:00,17:21:00,AeonMallGuchi0,4
Shuttle6_0_75,17:24:00,17:24:00,ShinTakaokaEki3,5
Shuttle6_0_76,17:26:00,17:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_76,17:27:00,17:27:00,Ekinan0,1
Shuttle6_0_76,17:27:00,17:27:00,ZuiryujiGuchi0,2
Shuttle6_0_76,17:30:00,17:30:00,Kyoden0,3
Shuttle6_0_76,17:30:00,17:30:00,AeonMallGuchi0,4
Shuttle6_0_76,17:34:00,17:34:00,ShinTakaokaEki3,5
Shuttle6_0_77,17:36:00,17:36:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_77,17:37:00,17:37:00,Ekinan0,1
Shuttle6_0_77,17:37:00,17:37:00,ZuiryujiGuchi0,2
Shuttle6_0_77,17:40:00,17:40:00,Kyoden0,3
Shuttle6_0_77,17:40:00,17:40:00,AeonMallGuchi0,4
Shuttle6_0_77,17:44:00,17:44:00,ShinTakaokaEki3,5
Shuttle6_0_78,17:41:00,17:41:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_78,17:41:00,17:41:00,Ekinan0,1
Shuttle6_0_78,17:42:00,17:42:00,ZuiryujiGuchi0,2
Shuttle6_0_78,17:43:00,17:43:00,Kyoden0,3
Shuttle6_0_78,17:43:00,17:43:00,AeonMallGuchi0,4
Shuttle6_0_78,17:49:00,17:49:00,ShinTakaokaEki3,5
Shuttle6_0_79,17:46:00,17:46:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_79,17:47:00,17:47:00,Ekinan0,1
Shuttle6_0_79,17:47:00,17:47:00,ZuiryujiGuchi0,2
Shuttle6_0_79,17:49:00,17:49:00,Kyoden0,3
Shuttle6_0_79,17:51:00,17:51:00,AeonMallGuchi0,4
Shuttle6_0_79,17:54:00,17:54:00,ShinTakaokaEki3,5
Shuttle6_0_80,17:56:00,17:56:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_80,17:57:00,17:57:00,Ekinan0,1
Shuttle6_0_80,17:57:00,17:57:00,ZuiryujiGuchi0,2
Shuttle6_0_80,18:00:00,18:00:00,Kyoden0,3
Shuttle6_0_80,18:00:00,18:00:00,AeonMallGuchi0,4
Shuttle6_0_80,18:04:00,18:04:00,ShinTakaokaEki3,5
Shuttle6_0_81,18:06:00,18:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_81,18:07:00,18:07:00,Ekinan0,1
Shuttle6_0_81,18:07:00,18:07:00,ZuiryujiGuchi0,2
Shuttle6_0_81,18:10:00,18:10:00,Kyoden0,3
Shuttle6_0_81,18:10:00,18:10:00,AeonMallGuchi0,4
Shuttle6_0_81,18:14:00,18:14:00,ShinTakaokaEki3,5
Shuttle6_0_82,18:16:00,18:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_82,18:17:00,18:17:00,Ekinan0,1
Shuttle6_0_82,18:17:00,18:17:00,ZuiryujiGuchi0,2
Shuttle6_0_82,18:19:00,18:19:00,Kyoden0,3
Shuttle6_0_82,18:21:00,18:21:00,AeonMallGuchi0,4
Shuttle6_0_82,18:24:00,18:24:00,ShinTakaokaEki3,5
Shuttle6_0_83,18:26:00,18:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_83,18:27:00,18:27:00,Ekinan0,1
Shuttle6_0_83,18:27:00,18:27:00,ZuiryujiGuchi0,2
Shuttle6_0_83,18:30:00,18:30:00,Kyoden0,3
Shuttle6_0_83,18:30:00,18:30:00,AeonMallGuchi0,4
Shuttle6_0_83,18:34:00,18:34:00,ShinTakaokaEki3,5
Shuttle6_0_84,18:31:00,18:31:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_84,18:32:00,18:32:00,Ekinan0,1
Shuttle6_0_84,18:32:00,18:32:00,ZuiryujiGuchi0,2
Shuttle6_0_84,18:35:00,18:35:00,Kyoden0,3
Shuttle6_0_84,18:35:00,18:35:00,AeonMallGuchi0,4
Shuttle6_0_84,18:39:00,18:39:00,ShinTakaokaEki3,5
Shuttle6_0_85,18:36:00,18:36:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_85,18:37:00,18:37:00,Ekinan0,1
Shuttle6_0_85,18:37:00,18:37:00,ZuiryujiGuchi0,2
Shuttle6_0_85,18:40:00,18:40:00,Kyoden0,3
Shuttle6_0_85,18:40:00,18:40:00,AeonMallGuchi0,4
Shuttle6_0_85,18:44:00,18:44:00,ShinTakaokaEki3,5
Shuttle6_0_86,18:46:00,18:46:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_86,18:46:00,18:46:00,Ekinan0,1
Shuttle6_0_86,18:47:00,18:47:00,ZuiryujiGuchi0,2
Shuttle6_0_86,18:48:00,18:48:00,Kyoden0,3
Shuttle6_0_86,18:48:00,18:48:00,AeonMallGuchi0,4
Shuttle6_0_86,18:54:00,18:54:00,ShinTakaokaEki3,5
Shuttle6_0_87,18:51:00,18:51:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_87,18:52:00,18:52:00,Ekinan0,1
Shuttle6_0_87,18:52:00,18:52:00,ZuiryujiGuchi0,2
Shuttle6_0_87,18:54:00,18:54:00,Kyoden0,3
Shuttle6_0_87,18:56:00,18:56:00,AeonMallGuchi0,4
Shuttle6_0_87,18:59:00,18:59:00,ShinTakaokaEki3,5
Shuttle6_0_88,18:56:00,18:56:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_88,18:57:00,18:57:00,Ekinan0,1
Shuttle6_0_88,18:57:00,18:57:00,ZuiryujiGuchi0,2
Shuttle6_0_88,19:00:00,19:00:00,Kyoden0,3
Shuttle6_0_88,19:00:00,19:00:00,AeonMallGuchi0,4
Shuttle6_0_88,19:04:00,19:04:00,ShinTakaokaEki3,5
Shuttle6_0_89,19:06:00,19:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_89,19:07:00,19:07:00,Ekinan0,1
Shuttle6_0_89,19:07:00,19:07:00,ZuiryujiGuchi0,2
Shuttle6_0_89,19:10:00,19:10:00,Kyoden0,3
Shuttle6_0_89,19:10:00,19:10:00,AeonMallGuchi0,4
Shuttle6_0_89,19:14:00,19:14:00,ShinTakaokaEki3,5
Shuttle6_0_90,19:16:00,19:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_90,19:17:00,19:17:00,Ekinan0,1
Shuttle6_0_90,19:17:00,19:17:00,ZuiryujiGuchi0,2
Shuttle6_0_90,19:19:00,19:19:00,Kyoden0,3
Shuttle6_0_90,19:21:00,19:21:00,AeonMallGuchi0,4
Shuttle6_0_90,19:24:00,19:24:00,ShinTakaokaEki3,5
Shuttle6_0_91,19:26:00,19:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_91,19:27:00,19:27:00,Ekinan0,1
Shuttle6_0_91,19:27:00,19:27:00,ZuiryujiGuchi0,2
Shuttle6_0_91,19:30:00,19:30:00,Kyoden0,3
Shuttle6_0_91,19:30:00,19:30:00,AeonMallGuchi0,4
Shuttle6_0_91,19:34:00,19:34:00,ShinTakaokaEki3,5
Shuttle6_0_92,19:36:00,19:36:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_92,19:37:00,19:37:00,Ekinan0,1
Shuttle6_0_92,19:37:00,19:37:00,ZuiryujiGuchi0,2
Shuttle6_0_92,19:40:00,19:40:00,Kyoden0,3
Shuttle6_0_92,19:40:00,19:40:00,AeonMallGuchi0,4
Shuttle6_0_92,19:44:00,19:44:00,ShinTakaokaEki3,5
Shuttle6_0_93,19:46:00,19:46:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_93,19:47:00,19:47:00,Ekinan0,1
Shuttle6_0_93,19:47:00,19:47:00,ZuiryujiGuchi0,2
Shuttle6_0_93,19:50:00,19:50:00,Kyoden0,3
Shuttle6_0_93,19:50:00,19:50:00,AeonMallGuchi0,4
Shuttle6_0_93,19:54:00,19:54:00,ShinTakaokaEki3,5
Shuttle6_0_94,19:56:00,19:56:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_94,19:57:00,19:57:00,Ekinan0,1
Shuttle6_0_94,19:57:00,19:57:00,ZuiryujiGuchi0,2
Shuttle6_0_94,20:00:00,20:00:00,Kyoden0,3
Shuttle6_0_94,20:00:00,20:00:00,AeonMallGuchi0,4
Shuttle6_0_94,20:04:00,20:04:00,ShinTakaokaEki3,5
Shuttle6_0_95,20:06:00,20:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_95,20:07:00,20:07:00,Ekinan0,1
Shuttle6_0_95,20:07:00,20:07:00,ZuiryujiGuchi0,2
Shuttle6_0_95,20:10:00,20:10:00,Kyoden0,3
Shuttle6_0_95,20:10:00,20:10:00,AeonMallGuchi0,4
Shuttle6_0_95,20:14:00,20:14:00,ShinTakaokaEki3,5
Shuttle6_0_96,20:16:00,20:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_96,20:17:00,20:17:00,Ekinan0,1
Shuttle6_0_96,20:17:00,20:17:00,ZuiryujiGuchi0,2
Shuttle6_0_96,20:19:00,20:19:00,Kyoden0,3
Shuttle6_0_96,20:21:00,20:21:00,AeonMallGuchi0,4
Shuttle6_0_96,20:24:00,20:24:00,ShinTakaokaEki3,5
Shuttle6_0_97,20:26:00,20:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_97,20:27:00,20:27:00,Ekinan0,1
Shuttle6_0_97,20:27:00,20:27:00,ZuiryujiGuchi0,2
Shuttle6_0_97,20:30:00,20:30:00,Kyoden0,3
Shuttle6_0_97,20:30:00,20:30:00,AeonMallGuchi0,4
Shuttle6_0_97,20:34:00,20:34:00,ShinTakaokaEki3,5
Shuttle6_0_98,20:36:00,20:36:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_98,20:37:00,20:37:00,Ekinan0,1
Shuttle6_0_98,20:37:00,20:37:00,ZuiryujiGuchi0,2
Shuttle6_0_98,20:40:00,20:40:00,Kyoden0,3
Shuttle6_0_98,20:40:00,20:40:00,AeonMallGuchi0,4
Shuttle6_0_98,20:44:00,20:44:00,ShinTakaokaEki3,5
Shuttle6_0_99,20:46:00,20:46:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_99,20:47:00,20:47:00,Ekinan0,1
Shuttle6_0_99,20:47:00,20:47:00,ZuiryujiGuchi0,2
Shuttle6_0_99,20:50:00,20:50:00,Kyoden0,3
Shuttle6_0_99,20:50:00,20:50:00,AeonMallGuchi0,4
Shuttle6_0_99,20:54:00,20:54:00,ShinTakaokaEki3,5
Shuttle6_0_100,21:06:00,21:06:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_100,21:07:00,21:07:00,Ekinan0,1
Shuttle6_0_100,21:07:00,21:07:00,ZuiryujiGuchi0,2
Shuttle6_0_100,21:09:00,21:09:00,Kyoden0,3
Shuttle6_0_100,21:11:00,21:11:00,AeonMallGuchi0,4
Shuttle6_0_100,21:14:00,21:14:00,ShinTakaokaEki3,5
Shuttle6_0_101,21:16:00,21:16:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_101,21:17:00,21:17:00,Ekinan0,1
Shuttle6_0_101,21:17:00,21:17:00,ZuiryujiGuchi0,2
Shuttle6_0_101,21:20:00,21:20:00,Kyoden0,3
Shuttle6_0_101,21:20:00,21:20:00,AeonMallGuchi0,4
Shuttle6_0_101,21:24:00,21:24:00,ShinTakaokaEki3,5
Shuttle6_0_102,21:26:00,21:26:00,TakaokaEkiMinamiGuchi1,0
Shuttle6_0_102,21:27:00,21:27:00,Ekinan0,1
Shuttle6_0_102,21:27:00,21:27:00,ZuiryujiGuchi0,2
Shuttle6_0_102,21:30:00,21:30:00,Kyoden0,3
Shuttle6_0_102,21:30:00,21:30:00,AeonMallGuchi0,4
Shuttle6_0_102,21:34:00,21:34:00,ShinTakaokaEki3,5
Shuttle6_1_1,6:30:00,6:30:00,ShinTakaokaEki2,0
Shuttle6_1_2,6:46:00,6:46:00,ShinTakaokaEki1,0
Shuttle6_1_3,6:56:00,6:56:00,ShinTakaokaEki2,0
Shuttle6_1_4,7:06:00,7:06:00,ShinTakaokaEki1,0
Shuttle6_1_5,7:16:00,7:16:00,ShinTakaokaEki1,0
Shuttle6_1_6,7:26:00,7:26:00,ShinTakaokaEki1,0
Shuttle6_1_7,7:36:00,7:36:00,ShinTakaokaEki1,0
Shuttle6_1_8,7:41:00,7:41:00,ShinTakaokaEki2,0
Shuttle6_1_9,7:46:00,7:46:00,ShinTakaokaEki2,0
Shuttle6_1_10,7:50:00,7:50:00,ShinTakaokaEki1,0
Shuttle6_1_11,7:56:00,7:56:00,ShinTakaokaEki2,0
Shuttle6_1_12,8:06:00,8:06:00,ShinTakaokaEki1,0
Shuttle6_1_13,8:16:00,8:16:00,ShinTakaokaEki1,0
Shuttle6_1_14,8:26:00,8:26:00,ShinTakaokaEki1,0
Shuttle6_1_15,8:36:00,8:36:00,ShinTakaokaEki1,0
Shuttle6_1_16,8:41:00,8:41:00,ShinTakaokaEki1,0
Shuttle6_1_17,8:46:00,8:46:00,ShinTakaokaEki1,0
Shuttle6_1_18,8:56:00,8:56:00,ShinTakaokaEki2,0
Shuttle6_1_19,9:06:00,9:06:00,ShinTakaokaEki2,0
Shuttle6_1_20,9:16:00,9:16:00,ShinTakaokaEki2,0
Shuttle6_1_21,9:26:00,9:26:00,ShinTakaokaEki2,0
Shuttle6_1_22,9:36:00,9:36:00,ShinTakaokaEki1,0
Shuttle6_1_23,9:41:00,9:41:00,ShinTakaokaEki1,0
Shuttle6_1_24,9:46:00,9:46:00,ShinTakaokaEki2,0
Shuttle6_1_25,9:56:00,9:56:00,ShinTakaokaEki2,0
Shuttle6_1_26,10:01:00,10:01:00,ShinTakaokaEki1,0
Shuttle6_1_27,10:06:00,10:06:00,ShinTakaokaEki2,0
Shuttle6_1_28,10:16:00,10:16:00,ShinTakaokaEki2,0
Shuttle6_1_29,10:26:00,10:26:00,ShinTakaokaEki1,0
Shuttle6_1_30,10:36:00,10:36:00,ShinTakaokaEki1,0
Shuttle6_1_31,10:46:00,10:46:00,ShinTakaokaEki1,0
Shuttle6_1_32,10:56:00,10:56:00,ShinTakaokaEki1,0
Shuttle6_1_33,11:05:00,11:05:00,ShinTakaokaEki1,0
Shuttle6_1_34,11:06:00,11:06:00,ShinTakaokaEki2,0
Shuttle6_1_35,11:16:00,11:16:00,ShinTakaokaEki2,0
Shuttle6_1_36,11:26:00,11:26:00,ShinTakaokaEki1,0
Shuttle6_1_37,11:36:00,11:36:00,ShinTakaokaEki1,0
Shuttle6_1_38,11:46:00,11:46:00,ShinTakaokaEki1,0
Shuttle6_1_39,11:56:00,11:56:00,ShinTakaokaEki1,0
Shuttle6_1_40,12:06:00,12:06:00,ShinTakaokaEki1,0
Shuttle6_1_41,12:16:00,12:16:00,ShinTakaokaEki2,0
Shuttle6_1_42,12:26:00,12:26:00,ShinTakaokaEki2,0
Shuttle6_1_43,12:36:00,12:36:00,ShinTakaokaEki2,0
Shuttle6_1_44,12:46:00,12:46:00,ShinTakaokaEki1,0
Shuttle6_1_45,12:49:00,12:49:00,ShinTakaokaEki1,0
Shuttle6_1_46,12:56:00,12:56:00,ShinTakaokaEki1,0
Shuttle6_1_47,13:06:00,13:06:00,ShinTakaokaEki1,0
Shuttle6_1_48,13:16:00,13:16:00,ShinTakaokaEki2,0
Shuttle6_1_49,13:26:00,13:26:00,ShinTakaokaEki1,0
Shuttle6_1_50,13:36:00,13:36:00,ShinTakaokaEki2,0
Shuttle6_1_51,13:46:00,13:46:00,ShinTakaokaEki2,0
Shuttle6_1_52,13:49:00,13:49:00,ShinTakaokaEki1,0
Shuttle6_1_53,13:56:00,13:56:00,ShinTakaokaEki2,0
Shuttle6_1_54,14:06:00,14:06:00,ShinTakaokaEki1,0
Shuttle6_1_55,14:16:00,14:16:00,ShinTakaokaEki1,0
Shuttle6_1_56,14:26:00,14:26:00,ShinTakaokaEki2,0
Shuttle6_1_57,14:36:00,14:36:00,ShinTakaokaEki2,0
Shuttle6_1_58,14:46:00,14:46:00,ShinTakaokaEki2,0
Shuttle6_1_59,14:56:00,14:56:00,ShinTakaokaEki1,0
Shuttle6_1_60,15:06:00,15:06:00,ShinTakaokaEki2,0
Shuttle6_1_61,15:10:00,15:10:00,ShinTakaokaEki1,0
Shuttle6_1_62,15:16:00,15:16:00,ShinTakaokaEki2,0
Shuttle6_1_63,15:26:00,15:26:00,ShinTakaokaEki1,0
Shuttle6_1_64,15:36:00,15:36:00,ShinTakaokaEki2,0
Shuttle6_1_65,15:46:00,15:46:00,ShinTakaokaEki2,0
Shuttle6_1_66,15:56:00,15:56:00,ShinTakaokaEki1,0
Shuttle6_1_67,16:06:00,16:06:00,ShinTakaokaEki2,0
Shuttle6_1_68,16:16:00,16:16:00,ShinTakaokaEki1,0
Shuttle6_1_69,16:26:00,16:26:00,ShinTakaokaEki1,0
Shuttle6_1_70,16:36:00,16:36:00,ShinTakaokaEki2,0
Shuttle6_1_71,16:46:00,16:46:00,ShinTakaokaEki1,0
Shuttle6_1_72,16:56:00,16:56:00,ShinTakaokaEki1,0
Shuttle6_1_73,16:59:00,16:59:00,ShinTakaokaEki1,0
Shuttle6_1_74,17:06:00,17:06:00,ShinTakaokaEki2,0
Shuttle6_1_75,17:10:00,17:10:00,ShinTakaokaEki1,0
Shuttle6_1_76,17:16:00,17:16:00,ShinTakaokaEki2,0
Shuttle6_1_77,17:26:00,17:26:00,ShinTakaokaEki1,0
Shuttle6_1_78,17:36:00,17:36:00,ShinTakaokaEki2,0
Shuttle6_1_79,17:46:00,17:46:00,ShinTakaokaEki1,0
Shuttle6_1_80,17:56:00,17:56:00,ShinTakaokaEki1,0
Shuttle6_1_81,18:06:00,18:06:00,ShinTakaokaEki2,0
Shuttle6_1_82,18:16:00,18:16:00,ShinTakaokaEki1,0
Shuttle6_1_83,18:26:00,18:26:00,ShinTakaokaEki1,0
Shuttle6_1_84,18:29:00,18:29:00,ShinTakaokaEki1,0
Shuttle6_1_85,18:36:00,18:36:00,ShinTakaokaEki2,0
Shuttle6_1_86,18:46:00,18:46:00,ShinTakaokaEki1,0
Shuttle6_1_87,18:56:00,18:56:00,ShinTakaokaEki2,0
Shuttle6_1_88,19:06:00,19:06:00,ShinTakaokaEki1,0
Shuttle6_1_89,19:16:00,19:16:00,ShinTakaokaEki1,0
Shuttle6_1_90,19:26:00,19:26:00,ShinTakaokaEki2,0
Shuttle6_1_91,19:36:00,19:36:00,ShinTakaokaEki1,0
Shuttle6_1_92,19:46:00,19:46:00,ShinTakaokaEki1,0
Shuttle6_1_93,19:56:00,19:56:00,ShinTakaokaEki1,0
Shuttle6_1_94,20:06:00,20:06:00,ShinTakaokaEki1,0
Shuttle6_1_95,20:16:00,20:16:00,ShinTakaokaEki2,0
Shuttle6_1_96,20:26:00,20:26:00,ShinTakaokaEki2,0
Shuttle6_1_97,20:36:00,20:36:00,ShinTakaokaEki1,0
Shuttle6_1_98,20:46:00,20:46:00,ShinTakaokaEki1,0
Shuttle6_1_99,20:56:00,20:56:00,ShinTakaokaEki1,0
Shuttle6_1_100,21:06:00,21:06:00,ShinTakaokaEki2,0
Shuttle6_1_101,21:21:00,21:21:00,ShinTakaokaEki2,0
Shuttle6_1_102,21:36:00,21:36:00,ShinTakaokaEki1,0
Shuttle6_1_103,21:51:00,21:51:00,ShinTakaokaEki2,0
Shuttle6_1_104,22:26:00,22:26:00,ShinTakaokaEki1,0
Shuttle6_1_105,22:46:00,22:46:00,ShinTakaokaEki1,0
Shuttle6_1_106,23:16:00,23:16:00,ShinTakaokaEki1,0
Shuttle6_1_107,23:36:00,23:36:00,ShinTakaokaEki1,0
Shuttle6_1_108,23:56:00,23:56:00,ShinTakaokaEki1,0
Shuttle6_1_1,6:33:00,6:33:00,Kyoden1,1
Shuttle6_1_2,6:49:00,6:49:00,Kyoden1,1
Shuttle6_1_3,6:59:00,6:59:00,Kyoden1,1
Shuttle6_1_4,7:09:00,7:09:00,Kyoden1,1
Shuttle6_1_5,7:18:00,7:18:00,Kyoden1,1
Shuttle6_1_6,7:29:00,7:29:00,Kyoden1,1
Shuttle6_1_7,7:39:00,7:39:00,Kyoden1,1
Shuttle6_1_8,7:44:00,7:44:00,Kyoden1,1
Shuttle6_1_9,7:49:00,7:49:00,Kyoden1,1
Shuttle6_1_10,7:52:00,7:52:00,Kyoden1,1
Shuttle6_1_11,7:59:00,7:59:00,Kyoden1,1
Shuttle6_1_12,8:08:00,8:08:00,Kyoden1,1
Shuttle6_1_13,8:19:00,8:19:00,Kyoden1,1
Shuttle6_1_14,8:29:00,8:29:00,Kyoden1,1
Shuttle6_1_15,8:38:00,8:38:00,Kyoden1,1
Shuttle6_1_16,8:44:00,8:44:00,Kyoden1,1
Shuttle6_1_17,8:48:00,8:48:00,Kyoden1,1
Shuttle6_1_18,8:59:00,8:59:00,Kyoden1,1
Shuttle6_1_19,9:09:00,9:09:00,Kyoden1,1
Shuttle6_1_20,9:19:00,9:19:00,Kyoden1,1
Shuttle6_1_21,9:29:00,9:29:00,Kyoden1,1
Shuttle6_1_22,9:39:00,9:39:00,Kyoden1,1
Shuttle6_1_23,9:43:00,9:43:00,Kyoden1,1
Shuttle6_1_24,9:49:00,9:49:00,Kyoden1,1
Shuttle6_1_25,9:59:00,9:59:00,Kyoden1,1
Shuttle6_1_26,10:04:00,10:04:00,Kyoden1,1
Shuttle6_1_27,10:09:00,10:09:00,Kyoden1,1
Shuttle6_1_28,10:19:00,10:19:00,Kyoden1,1
Shuttle6_1_29,10:28:00,10:28:00,Kyoden1,1
Shuttle6_1_30,10:38:00,10:38:00,Kyoden1,1
Shuttle6_1_31,10:49:00,10:49:00,Kyoden1,1
Shuttle6_1_32,10:59:00,10:59:00,Kyoden1,1
Shuttle6_1_33,11:07:00,11:07:00,Kyoden1,1
Shuttle6_1_34,11:09:00,11:09:00,Kyoden1,1
Shuttle6_1_35,11:19:00,11:19:00,Kyoden1,1
Shuttle6_1_36,11:29:00,11:29:00,Kyoden1,1
Shuttle6_1_37,11:38:00,11:38:00,Kyoden1,1
Shuttle6_1_38,11:49:00,11:49:00,Kyoden1,1
Shuttle6_1_39,11:59:00,11:59:00,Kyoden1,1
Shuttle6_1_40,12:08:00,12:08:00,Kyoden1,1
Shuttle6_1_41,12:19:00,12:19:00,Kyoden1,1
Shuttle6_1_42,12:29:00,12:29:00,Kyoden1,1
Shuttle6_1_43,12:39:00,12:39:00,Kyoden1,1
Shuttle6_1_44,12:49:00,12:49:00,Kyoden1,1
Shuttle6_1_45,12:51:00,12:51:00,Kyoden1,1
Shuttle6_1_46,12:59:00,12:59:00,Kyoden1,1
Shuttle6_1_47,13:09:00,13:09:00,Kyoden1,1
Shuttle6_1_48,13:19:00,13:19:00,Kyoden1,1
Shuttle6_1_49,13:28:00,13:28:00,Kyoden1,1
